Category,City,Country,Customer Name,Manufacturer,Order Date,Order ID,Postal Code,Product Name,Region,Segment,Ship Date,Ship Mode,State,Sub-Category,Discount,Number of Records,Profit,Profit Ratio,Quantity,Sales
Office Supplies,Raleigh,United States,Karen Seio,Euro Pro,3/10/2016,CA-2014-155824,27604,Euro Pro Shark Stick Mini Vacuum,South,Corporate,3/15/2016,Standard Class,North Carolina,Appliances,20%,1,$4,8%,1,$49
Office Supplies,Raleigh,United States,Karen Seio,Other,3/10/2016,CA-2014-155824,27604,Heavy-Duty E-Z-D Binders,South,Corporate,3/15/2016,Standard Class,North Carolina,Binders,70%,1,-$10,-77%,4,$13
Technology,San Francisco,United States,Candace McMahon,Maxell,3/10/2016,CA-2014-140494,94109,Maxell LTO Ultrium - 800 GB,West,Corporate,3/15/2016,Second Class,California,Accessories,0%,1,$21,19%,4,$112
Furniture,Dallas,United States,Maribeth Dona,Bevis,3/10/2016,CA-2014-132290,75217,"Bevis Traditional Conference Table Top, Plinth Base",Central,Consumer,3/14/2016,Standard Class,Texas,Tables,30%,1,-$173,-19%,4,$933
Office Supplies,Detroit,United States,Max Jones,GBC,3/11/2016,CA-2014-147291,48227,GBC DocuBind TL200 Manual Binding Machine,Central,Consumer,3/17/2016,Standard Class,Michigan,Binders,0%,1,$421,47%,4,$896
Technology,Philadelphia,United States,Marc Harrigan,Nortel,3/11/2016,US-2014-141558,19140,Nortel Meridian M5316 Digital phone,East,Home Office,3/16/2016,Standard Class,Pennsylvania,Phones,40%,1,-$181,-23%,5,$777
Office Supplies,Philadelphia,United States,Marc Harrigan,Avery,3/11/2016,US-2014-141558,19140,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",East,Home Office,3/16/2016,Standard Class,Pennsylvania,Binders,70%,1,-$9,-70%,1,$12
Furniture,Philadelphia,United States,Marc Harrigan,KI,3/11/2016,US-2014-141558,19140,KI Adjustable-Height Table,East,Home Office,3/16/2016,Standard Class,Pennsylvania,Tables,40%,1,-$46,-30%,3,$155
Office Supplies,Philadelphia,United States,Marc Harrigan,Other,3/11/2016,US-2014-141558,19140,Desktop 3-Pocket Hot File,East,Home Office,3/16/2016,Standard Class,Pennsylvania,Storage,20%,1,$3,8%,1,$43
Technology,Cambridge,United States,Paul Van Hugh,Memorex,3/11/2016,US-2014-133081,2138,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,East,Home Office,3/15/2016,Standard Class,Massachusetts,Accessories,0%,1,$25,39%,4,$64
Furniture,Cambridge,United States,Paul Van Hugh,Executive Impressions,3/11/2016,US-2014-133081,2138,"Executive Impressions 16-1/2"" Circular Wall Clock",East,Home Office,3/15/2016,Standard Class,Massachusetts,Furnishings,0%,1,$12,44%,1,$27
Technology,Lowell,United States,Ken Black,Other,3/12/2016,CA-2014-159352,1852,PowerGen Dual USB Car Charger,East,Corporate,3/17/2016,Standard Class,Massachusetts,Phones,0%,1,$32,46%,7,$70
Office Supplies,San Francisco,United States,Bill Stewart,Carina,3/12/2016,CA-2014-116288,94122,Carina Double Wide Media Storage Towers in Natural & Black,West,Corporate,3/17/2016,Standard Class,California,Storage,0%,1,$10,4%,3,$243
Office Supplies,Rogers,United States,Guy Armstrong,Avery,3/12/2016,CA-2014-152786,72756,Avery Non-Stick Binders,South,Consumer,3/17/2016,Standard Class,Arkansas,Binders,0%,1,$19,46%,9,$40
Office Supplies,Manteca,United States,Karen Ferguson,Other,3/13/2016,CA-2014-166296,95336,Multicolor Computer Printout Paper,West,Home Office,3/19/2016,Standard Class,California,Paper,0%,1,$151,48%,3,$315
Office Supplies,Albuquerque,United States,Benjamin Farhat,Other,3/13/2016,CA-2014-106859,87105,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",West,Home Office,3/18/2016,Second Class,New Mexico,Storage,0%,1,$25,28%,8,$91
Technology,Albuquerque,United States,Benjamin Farhat,OtterBox,3/13/2016,CA-2014-106859,87105,OtterBox Commuter Series Case - iPhone 5 & 5s,West,Home Office,3/18/2016,Second Class,New Mexico,Phones,20%,1,$49,35%,8,$141
Technology,Albuquerque,United States,Benjamin Farhat,Logitech,3/13/2016,CA-2014-106859,87105,Logitech Wireless Headset H600 Over-The-Head Design,West,Home Office,3/18/2016,Second Class,New Mexico,Accessories,0%,1,$88,41%,5,$215
Office Supplies,Albuquerque,United States,Benjamin Farhat,Xerox,3/13/2016,CA-2014-106859,87105,Xerox 230,West,Home Office,3/18/2016,Second Class,New Mexico,Paper,0%,1,$22,48%,7,$45
Office Supplies,Albuquerque,United States,Benjamin Farhat,Xerox,3/13/2016,CA-2014-106859,87105,Xerox 1885,West,Home Office,3/18/2016,Second Class,New Mexico,Paper,0%,1,$138,48%,6,$288
Office Supplies,Denver,United States,Sanjit Engle,Martin-Yale,3/13/2016,CA-2014-105851,80219,Martin Yale Chadless Opener Electric Letter Opener,West,Consumer,3/20/2016,Standard Class,Colorado,Supplies,20%,1,-$300,-23%,2,"$1,332"
Office Supplies,Chicago,United States,Stephanie Ulpright,Other,3/13/2016,CA-2014-157966,60610,Col-Erase Pencils with Erasers,Central,Home Office,3/13/2016,Same Day,Illinois,Art,20%,1,$2,11%,4,$19
Technology,Chicago,United States,Stephanie Ulpright,HP,3/13/2016,CA-2014-157966,60610,"HP Officejet Pro 8600 e-All-In-One Printer, Copier, Scanner, Fax",Central,Home Office,3/13/2016,Same Day,Illinois,Machines,30%,1,$9,4%,2,$210
Office Supplies,Chicago,United States,Stephanie Ulpright,Other,3/13/2016,CA-2014-157966,60610,"Eberhard Faber 3 1/2"" Golf Pencils",Central,Home Office,3/13/2016,Same Day,Illinois,Art,20%,1,$2,6%,5,$30
Furniture,Chicago,United States,Stephanie Ulpright,SAFCO,3/13/2016,CA-2014-157966,60610,SAFCO Folding Chair Trolley,Central,Home Office,3/13/2016,Same Day,Illinois,Chairs,30%,1,-$3,-3%,1,$90
Technology,Chicago,United States,Stephanie Ulpright,Hewlett-Packard,3/13/2016,CA-2014-157966,60610,Hewlett Packard LaserJet 3310 Copier,Central,Home Office,3/13/2016,Same Day,Illinois,Copiers,20%,1,$336,35%,2,$960
Office Supplies,Chicago,United States,Stephanie Ulpright,Xerox,3/13/2016,CA-2014-157966,60610,Xerox 1993,Central,Home Office,3/13/2016,Same Day,Illinois,Paper,20%,1,$6,36%,3,$16
Technology,Chicago,United States,Stephanie Ulpright,Plantronics,3/13/2016,CA-2014-157966,60610,Plantronics MX500i Earset,Central,Home Office,3/13/2016,Same Day,Illinois,Phones,20%,1,-$7,-21%,1,$34
Office Supplies,Fairfield,United States,Shahid Collister,GBC,3/13/2016,CA-2014-153843,6824,GBC VeloBind Cover Sets,East,Consumer,3/15/2016,First Class,Connecticut,Binders,0%,1,$15,50%,2,$31
Office Supplies,Fairfield,United States,Shahid Collister,Hoover,3/13/2016,CA-2014-153843,6824,Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup,East,Consumer,3/15/2016,First Class,Connecticut,Appliances,0%,1,$121,26%,2,$465
Office Supplies,Fairfield,United States,Shahid Collister,Strathmore,3/13/2016,CA-2014-153843,6824,Strathmore Photo Mount Cards,East,Consumer,3/15/2016,First Class,Connecticut,Paper,0%,1,$12,46%,4,$27
Office Supplies,Columbia,United States,Joy Bell-,Avery,3/13/2016,CA-2014-107713,21044,Avery Arch Ring Binders,East,Consumer,3/17/2016,Standard Class,Maryland,Binders,0%,1,$82,47%,3,$174
Technology,New York City,United States,Meg Tillman,Panasonic,3/13/2016,US-2014-146906,10011,Panasonic KX T7736-B Digital phone,East,Consumer,3/17/2016,Standard Class,New York,Phones,0%,1,$75,25%,2,$300
Technology,Aurora,United States,Frank Hawley,Other,3/13/2016,CA-2014-162474,60505,PowerGen Dual USB Car Charger,Central,Corporate,3/16/2016,First Class,Illinois,Phones,20%,1,$3,33%,1,$8
Technology,Chicago,United States,Brad Norvell,Other,3/14/2016,CA-2014-114370,60623,Seidio BD2-HK3IPH5-BK DILEX Case and Holster Combo for Apple iPhone 5/5s - Black,Central,Corporate,3/17/2016,Second Class,Illinois,Phones,20%,1,$5,10%,2,$50
Office Supplies,Seattle,United States,Valerie Mitchum,Xerox,3/16/2016,US-2014-101539,98105,Xerox 214,West,Home Office,3/18/2016,Second Class,Washington,Paper,0%,1,$3,48%,1,$6
Office Supplies,Seattle,United States,Valerie Mitchum,SAFCO,3/16/2016,US-2014-101539,98105,Safco Commercial Shelving,West,Home Office,3/18/2016,Second Class,Washington,Storage,0%,1,$2,4%,1,$47
Technology,Seattle,United States,Valerie Mitchum,Mitel,3/16/2016,US-2014-101539,98105,Mitel MiVoice 5330e IP Phone,West,Home Office,3/18/2016,Second Class,Washington,Phones,20%,1,$49,7%,3,$660
Technology,Lakewood,United States,Matthew Grinstein,Other,3/16/2016,CA-2014-152135,44107,Geemarc AmpliPOWER60,East,Home Office,3/18/2016,Second Class,Ohio,Phones,40%,1,-$82,-18%,8,$445
Technology,Columbus,United States,Susan Pistek,OtterBox,3/16/2016,CA-2014-161172,43229,OtterBox Defender Series Case - iPhone 5c,East,Consumer,3/16/2016,Same Day,Ohio,Phones,40%,1,-$7,-17%,2,$44
Furniture,Columbus,United States,Susan Pistek,Nu-Dell,3/16/2016,CA-2014-161172,43229,Nu-Dell Oak Frame,East,Consumer,3/16/2016,Same Day,Ohio,Furnishings,20%,1,$8,15%,6,$51
Office Supplies,Columbus,United States,Susan Pistek,Avery,3/16/2016,CA-2014-161172,43229,Avery Binding System Hidden Tab Executive Style Index Sets,East,Consumer,3/16/2016,Same Day,Ohio,Binders,70%,1,-$3,-67%,3,$5
Technology,Columbus,United States,Susan Pistek,Logitech,3/16/2016,CA-2014-161172,43229,Logitech G700s Rechargeable Gaming Mouse,East,Consumer,3/16/2016,Same Day,Ohio,Accessories,20%,1,$44,28%,2,$160
Office Supplies,Columbus,United States,Susan Pistek,Other,3/16/2016,CA-2014-161172,43229,"File Shuttle II and Handi-File, Black",East,Consumer,3/16/2016,Same Day,Ohio,Storage,20%,1,$3,6%,2,$54
Office Supplies,Los Angeles,United States,Ken Dana,Other,3/16/2016,CA-2014-129294,90032,"Dual Level, Single-Width Filing Carts",West,Corporate,3/21/2016,Standard Class,California,Storage,0%,1,$81,26%,2,$310
Office Supplies,Los Angeles,United States,Ken Dana,XtraLife,3/16/2016,CA-2014-129294,90032,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",West,Corporate,3/21/2016,Standard Class,California,Binders,20%,1,$23,33%,6,$70
Office Supplies,Los Angeles,United States,Ken Dana,Pressboard,3/16/2016,CA-2014-129294,90032,Pressboard Hanging Data Binders for Unburst Sheets,West,Corporate,3/21/2016,Standard Class,California,Binders,20%,1,$7,35%,5,$20
Office Supplies,Los Angeles,United States,Ken Dana,Bionaire,3/16/2016,CA-2014-129294,90032,Bionaire Personal Warm Mist Humidifier/Vaporizer,West,Corporate,3/21/2016,Standard Class,California,Appliances,0%,1,$55,39%,3,$141
Office Supplies,Lancaster,United States,Clay Ludtke,Other,3/17/2016,CA-2014-129567,93534,Heavy-Duty E-Z-D Binders,West,Consumer,3/21/2016,Second Class,California,Binders,20%,1,$6,34%,2,$17
Office Supplies,New York City,United States,Denny Blanton,Avery,3/17/2016,CA-2014-140949,10011,Avery 496,East,Consumer,3/22/2016,Second Class,New York,Labels,0%,1,$9,48%,5,$19
Technology,New York City,United States,Denny Blanton,Cisco,3/17/2016,CA-2014-140949,10011,Cisco SPA525G2 IP Phone - Wireless,East,Consumer,3/22/2016,Second Class,New York,Phones,0%,1,$31,26%,6,$120
Office Supplies,New York City,United States,Denny Blanton,Acco,3/17/2016,CA-2014-140949,10011,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",East,Consumer,3/22/2016,Second Class,New York,Binders,20%,1,$3,34%,3,$9
Technology,New York City,United States,Denny Blanton,SanDisk,3/17/2016,CA-2014-140949,10011,SanDisk Cruzer 32 GB USB Flash Drive,East,Consumer,3/22/2016,Second Class,New York,Accessories,0%,1,$18,32%,3,$57
Technology,New York City,United States,Denny Blanton,Kingston,3/17/2016,CA-2014-140949,10011,Kingston Digital DataTraveler 16GB USB 2.0,East,Consumer,3/22/2016,Second Class,New York,Accessories,0%,1,$14,19%,8,$72
Office Supplies,New York City,United States,Denny Blanton,Other,3/17/2016,CA-2014-140949,10011,"Neat Ideas Personal Hanging Folder Files, Black",East,Consumer,3/22/2016,Second Class,New York,Storage,0%,1,$28,26%,8,$107
Office Supplies,New York City,United States,Denny Blanton,Avery,3/17/2016,CA-2014-140949,10011,Avery 486,East,Consumer,3/22/2016,Second Class,New York,Labels,0%,1,$3,47%,1,$7
Office Supplies,New York City,United States,Denny Blanton,Other,3/17/2016,CA-2014-140949,10011,Lumber Crayons,East,Consumer,3/22/2016,Second Class,New York,Art,0%,1,$22,38%,6,$59
Office Supplies,New York City,United States,Denny Blanton,Tenex,3/17/2016,CA-2014-140949,10011,"Tenex File Box, Personal Filing Tote with Lid, Black",East,Consumer,3/22/2016,Second Class,New York,Storage,0%,1,$12,26%,3,$47
Office Supplies,Houston,United States,Philisse Overcash,GBC,3/17/2016,CA-2014-142867,77095,GBC Plasticlear Binding Covers,Central,Home Office,3/21/2016,Standard Class,Texas,Binders,80%,1,-$22,-160%,6,$14
Office Supplies,Houston,United States,Philisse Overcash,Xerox,3/17/2016,CA-2014-142867,77095,Xerox 1900,Central,Home Office,3/21/2016,Standard Class,Texas,Paper,20%,1,$3,31%,3,$10
Office Supplies,Knoxville,United States,Ann Steele,Avery,3/17/2016,US-2014-129224,37918,Avery 474,South,Home Office,3/23/2016,Standard Class,Tennessee,Labels,20%,1,$2,36%,2,$5
Office Supplies,Tyler,United States,Carol Darley,Hoover,3/18/2016,US-2014-119438,75701,Hoover Portapower Portable Vacuum,Central,Consumer,3/23/2016,Standard Class,Texas,Appliances,80%,1,-$7,-275%,3,$3
Technology,Tyler,United States,Carol Darley,Verbatim,3/18/2016,US-2014-119438,75701,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack",Central,Consumer,3/23/2016,Standard Class,Texas,Accessories,20%,1,$5,16%,3,$28
Furniture,Tyler,United States,Carol Darley,Howard Miller,3/18/2016,US-2014-119438,75701,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",Central,Consumer,3/23/2016,Standard Class,Texas,Furnishings,60%,1,-$41,-50%,3,$83
Office Supplies,Tyler,United States,Carol Darley,Ibico,3/18/2016,US-2014-119438,75701,Ibico Hi-Tech Manual Binding System,Central,Consumer,3/23/2016,Standard Class,Texas,Binders,80%,1,-$320,-175%,3,$183
Office Supplies,Dallas,United States,Edward Nazzal,Other,3/18/2016,CA-2014-160087,75220,Peel-Off China Markers,Central,Consumer,3/22/2016,Standard Class,Texas,Art,20%,1,$7,28%,3,$24
Office Supplies,Seattle,United States,Scott Williamson,Other,3/18/2016,CA-2014-148145,98115,Deluxe Chalkboard Eraser Cleaner,West,Consumer,3/23/2016,Standard Class,Washington,Art,0%,1,$21,46%,4,$46
Technology,Houston,United States,Thomas Thornton,Pyle,3/18/2016,CA-2014-162075,77041,Pyle PMP37LED,Central,Consumer,3/24/2016,Standard Class,Texas,Phones,20%,1,$47,9%,7,$538
Office Supplies,Los Angeles,United States,Barry Pond,Prang,3/18/2016,CA-2014-143084,90008,Prang Drawing Pencil Set,West,Corporate,3/22/2016,Standard Class,California,Art,0%,1,$4,27%,5,$14
Office Supplies,Los Angeles,United States,Barry Pond,Peel & Seel,3/18/2016,CA-2014-143084,90008,Peel & Seel Envelopes,West,Corporate,3/22/2016,Standard Class,California,Envelopes,0%,1,$9,48%,5,$19
Office Supplies,Los Angeles,United States,Jason Klamczynski,Fellowes,3/18/2016,CA-2014-122007,90032,Fellowes Basic Home/Office Series Surge Protectors,West,Corporate,3/20/2016,Second Class,California,Appliances,0%,1,$26,29%,7,$91
Office Supplies,New York City,United States,Catherine Glotzbach,Avery,3/19/2016,US-2014-104955,10024,Avery 506,East,Home Office,3/24/2016,Standard Class,New York,Labels,0%,1,$13,46%,7,$29
Office Supplies,San Francisco,United States,Natalie DeCherney,ACCOHIDE,3/19/2016,CA-2014-105410,94110,"ACCOHIDE 3-Ring Binder, Blue, 1""",West,Consumer,3/22/2016,First Class,California,Binders,20%,1,$7,34%,6,$20
Technology,San Francisco,United States,Natalie DeCherney,Jawbone,3/19/2016,CA-2014-105410,94110,Jawbone MINI JAMBOX Wireless Bluetooth Speaker,West,Consumer,3/22/2016,First Class,California,Phones,20%,1,-$132,-20%,6,$658
Technology,San Francisco,United States,Natalie DeCherney,Logitech,3/19/2016,CA-2014-105410,94110,Logitech K350 2.4Ghz Wireless Keyboard,West,Consumer,3/22/2016,First Class,California,Accessories,0%,1,$11,11%,2,$100
Technology,San Francisco,United States,Natalie DeCherney,Logitech,3/19/2016,CA-2014-105410,94110,Logitech Wireless Marathon Mouse M705,West,Consumer,3/22/2016,First Class,California,Accessories,0%,1,$86,43%,4,$200
Office Supplies,Fresno,United States,Sue Ann Reed,Other,3/19/2016,CA-2014-124436,93727,SpineVue Locking Slant-D Ring Binders by Cardinal,West,Consumer,3/22/2016,Second Class,California,Binders,20%,1,$5,35%,2,$15
Furniture,Fresno,United States,Sue Ann Reed,Chromcraft,3/19/2016,CA-2014-124436,93727,Chromcraft Round Conference Tables,West,Consumer,3/22/2016,Second Class,California,Tables,20%,1,$9,1%,5,$697
Furniture,Fresno,United States,Sue Ann Reed,Advantus,3/19/2016,CA-2014-124436,93727,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",West,Consumer,3/22/2016,Second Class,California,Furnishings,0%,1,$13,41%,1,$31
Office Supplies,Fresno,United States,Sue Ann Reed,Pressboard,3/19/2016,CA-2014-124436,93727,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",West,Consumer,3/22/2016,Second Class,California,Binders,20%,1,$9,34%,7,$27
Office Supplies,Los Angeles,United States,George Zrebassa,Belkin,3/19/2016,CA-2014-140515,90008,Belkin 5 Outlet SurgeMaster Power Centers,West,Corporate,3/24/2016,Standard Class,California,Appliances,0%,1,$107,28%,7,$381
Office Supplies,Lakewood,United States,Vivek Grady,Dixon,3/19/2016,CA-2014-166499,8701,Dixon Ticonderoga Pencils,East,Corporate,3/20/2016,First Class,New Jersey,Art,0%,1,$2,27%,3,$9
Furniture,Columbus,United States,Troy Blackwell,GE,3/20/2016,CA-2014-154214,47201,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",Central,Consumer,3/25/2016,Second Class,Indiana,Furnishings,0%,1,$1,47%,1,$3
Technology,Seattle,United States,Helen Wasserman,Imation,3/20/2016,CA-2014-165491,98115,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,West,Corporate,3/24/2016,Standard Class,Washington,Accessories,0%,1,$64,24%,7,$266
Technology,Middletown,United States,Roger Demir,WD My Passport,3/20/2016,US-2014-143770,6457,WD My Passport Ultra 2TB Portable External Hard Drive,East,Consumer,3/24/2016,Standard Class,Connecticut,Accessories,0%,1,$38,16%,2,$238
Office Supplies,Middletown,United States,Roger Demir,Xerox,3/20/2016,US-2014-143770,6457,Xerox 1988,East,Consumer,3/24/2016,Standard Class,Connecticut,Paper,0%,1,$28,45%,2,$62
Office Supplies,Houston,United States,Harry Greene,Easy-staple paper,3/20/2016,CA-2014-122763,77041,Easy-staple paper,Central,Consumer,3/20/2016,Same Day,Texas,Paper,20%,1,$19,34%,2,$57
Office Supplies,Houston,United States,Harry Greene,Xerox,3/20/2016,CA-2014-122763,77041,Xerox 1916,Central,Consumer,3/20/2016,Same Day,Texas,Paper,20%,1,$103,38%,7,$274
Office Supplies,Lafayette,United States,Robert Waldorf,Other,3/21/2016,CA-2014-169285,47905,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",Central,Consumer,3/25/2016,Standard Class,Indiana,Paper,0%,1,$133,48%,5,$277
Office Supplies,Lafayette,United States,Robert Waldorf,Xerox,3/21/2016,CA-2014-169285,47905,Xerox 196,Central,Consumer,3/25/2016,Standard Class,Indiana,Paper,0%,1,$3,49%,1,$6
Furniture,Tulsa,United States,Clay Ludtke,Global,3/21/2016,CA-2014-119452,74133,"Global Leather and Oak Executive Chair, Black",Central,Consumer,3/27/2016,Standard Class,Oklahoma,Chairs,0%,1,$524,29%,6,"$1,806"
Office Supplies,Los Angeles,United States,Steven Cartwright,Other,3/21/2016,CA-2014-108539,90045,Adjustable Depth Letter/Legal Cart,West,Consumer,3/23/2016,Second Class,California,Storage,0%,1,$210,29%,4,$726
Office Supplies,Los Angeles,United States,Steven Cartwright,Avery,3/21/2016,CA-2014-108539,90045,"Avery Durable Plastic 1"" Binders",West,Consumer,3/23/2016,Second Class,California,Binders,20%,1,$4,36%,3,$11
Office Supplies,Los Angeles,United States,Steven Cartwright,Pressboard,3/21/2016,CA-2014-108539,90045,Pressboard Data Binders by Wilson Jones,West,Consumer,3/23/2016,Second Class,California,Binders,20%,1,$3,34%,2,$9
